#orig_header understory_fertility4_U18_20150710
# understory_fertility4_U18_20150710
#site U18
#year 2015.0
#fertility 4.0
#export VNIR 1.0
#export VSWIR 0.0
#wl(nm) U18_2015
#source C:\data\2019\2019_onedrive\projektid\AIROBEST\data\understoryspectra.xlsx
 400.00	0.0161
 401.00	0.0161
 402.00	0.0161
 403.00	0.0162
 404.00	0.0162
 405.00	0.0163
 406.00	0.0164
 407.00	0.0165
 408.00	0.0166
 409.00	0.0167
 410.00	0.0168
 411.00	0.0168
 412.00	0.0169
 413.00	0.0170
 414.00	0.0171
 415.00	0.0172
 416.00	0.0173
 417.00	0.0174
 418.00	0.0175
 419.00	0.0176
 420.00	0.0178
 421.00	0.0179
 422.00	0.0180
 423.00	0.0181
 424.00	0.0182
 425.00	0.0183
 426.00	0.0184
 427.00	0.0185
 428.00	0.0186
 429.00	0.0187
 430.00	0.0187
 431.00	0.0188
 432.00	0.0189
 433.00	0.0190
 434.00	0.0190
 435.00	0.0191
 436.00	0.0192
 437.00	0.0193
 438.00	0.0194
 439.00	0.0195
 440.00	0.0196
 441.00	0.0197
 442.00	0.0198
 443.00	0.0199
 444.00	0.0201
 445.00	0.0202
 446.00	0.0204
 447.00	0.0205
 448.00	0.0207
 449.00	0.0209
 450.00	0.0210
 451.00	0.0212
 452.00	0.0214
 453.00	0.0215
 454.00	0.0217
 455.00	0.0218
 456.00	0.0219
 457.00	0.0220
 458.00	0.0221
 459.00	0.0222
 460.00	0.0223
 461.00	0.0224
 462.00	0.0225
 463.00	0.0225
 464.00	0.0226
 465.00	0.0227
 466.00	0.0227
 467.00	0.0228
 468.00	0.0229
 469.00	0.0229
 470.00	0.0230
 471.00	0.0231
 472.00	0.0232
 473.00	0.0233
 474.00	0.0234
 475.00	0.0235
 476.00	0.0236
 477.00	0.0237
 478.00	0.0238
 479.00	0.0239
 480.00	0.0240
 481.00	0.0241
 482.00	0.0243
 483.00	0.0244
 484.00	0.0245
 485.00	0.0246
 486.00	0.0247
 487.00	0.0249
 488.00	0.0250
 489.00	0.0252
 490.00	0.0254
 491.00	0.0255
 492.00	0.0258
 493.00	0.0260
 494.00	0.0262
 495.00	0.0265
 496.00	0.0268
 497.00	0.0272
 498.00	0.0276
 499.00	0.0280
 500.00	0.0284
 501.00	0.0289
 502.00	0.0295
 503.00	0.0301
 504.00	0.0307
 505.00	0.0315
 506.00	0.0322
 507.00	0.0331
 508.00	0.0340
 509.00	0.0350
 510.00	0.0361
 511.00	0.0372
 512.00	0.0384
 513.00	0.0396
 514.00	0.0409
 515.00	0.0422
 516.00	0.0436
 517.00	0.0450
 518.00	0.0464
 519.00	0.0478
 520.00	0.0493
 521.00	0.0508
 522.00	0.0522
 523.00	0.0537
 524.00	0.0551
 525.00	0.0565
 526.00	0.0579
 527.00	0.0592
 528.00	0.0605
 529.00	0.0616
 530.00	0.0628
 531.00	0.0638
 532.00	0.0648
 533.00	0.0657
 534.00	0.0665
 535.00	0.0672
 536.00	0.0679
 537.00	0.0685
 538.00	0.0691
 539.00	0.0696
 540.00	0.0701
 541.00	0.0705
 542.00	0.0709
 543.00	0.0712
 544.00	0.0716
 545.00	0.0719
 546.00	0.0723
 547.00	0.0726
 548.00	0.0730
 549.00	0.0733
 550.00	0.0737
 551.00	0.0741
 552.00	0.0745
 553.00	0.0748
 554.00	0.0752
 555.00	0.0754
 556.00	0.0756
 557.00	0.0758
 558.00	0.0759
 559.00	0.0758
 560.00	0.0758
 561.00	0.0756
 562.00	0.0754
 563.00	0.0751
 564.00	0.0748
 565.00	0.0744
 566.00	0.0739
 567.00	0.0734
 568.00	0.0729
 569.00	0.0723
 570.00	0.0718
 571.00	0.0712
 572.00	0.0706
 573.00	0.0701
 574.00	0.0695
 575.00	0.0690
 576.00	0.0685
 577.00	0.0681
 578.00	0.0677
 579.00	0.0673
 580.00	0.0670
 581.00	0.0667
 582.00	0.0664
 583.00	0.0662
 584.00	0.0660
 585.00	0.0658
 586.00	0.0656
 587.00	0.0655
 588.00	0.0654
 589.00	0.0653
 590.00	0.0652
 591.00	0.0652
 592.00	0.0652
 593.00	0.0652
 594.00	0.0652
 595.00	0.0652
 596.00	0.0653
 597.00	0.0653
 598.00	0.0654
 599.00	0.0655
 600.00	0.0656
 601.00	0.0656
 602.00	0.0657
 603.00	0.0657
 604.00	0.0658
 605.00	0.0658
 606.00	0.0658
 607.00	0.0657
 608.00	0.0657
 609.00	0.0656
 610.00	0.0655
 611.00	0.0654
 612.00	0.0653
 613.00	0.0652
 614.00	0.0650
 615.00	0.0649
 616.00	0.0648
 617.00	0.0647
 618.00	0.0646
 619.00	0.0646
 620.00	0.0646
 621.00	0.0646
 622.00	0.0646
 623.00	0.0647
 624.00	0.0648
 625.00	0.0650
 626.00	0.0652
 627.00	0.0654
 628.00	0.0656
 629.00	0.0658
 630.00	0.0660
 631.00	0.0662
 632.00	0.0663
 633.00	0.0664
 634.00	0.0664
 635.00	0.0663
 636.00	0.0662
 637.00	0.0659
 638.00	0.0657
 639.00	0.0653
 640.00	0.0649
 641.00	0.0645
 642.00	0.0640
 643.00	0.0635
 644.00	0.0630
 645.00	0.0626
 646.00	0.0621
 647.00	0.0617
 648.00	0.0614
 649.00	0.0611
 650.00	0.0610
 651.00	0.0608
 652.00	0.0607
 653.00	0.0606
 654.00	0.0606
 655.00	0.0606
 656.00	0.0605
 657.00	0.0605
 658.00	0.0604
 659.00	0.0603
 660.00	0.0601
 661.00	0.0599
 662.00	0.0596
 663.00	0.0594
 664.00	0.0591
 665.00	0.0589
 666.00	0.0587
 667.00	0.0586
 668.00	0.0585
 669.00	0.0584
 670.00	0.0585
 671.00	0.0585
 672.00	0.0587
 673.00	0.0589
 674.00	0.0592
 675.00	0.0595
 676.00	0.0599
 677.00	0.0604
 678.00	0.0609
 679.00	0.0615
 680.00	0.0622
 681.00	0.0631
 682.00	0.0642
 683.00	0.0655
 684.00	0.0670
 685.00	0.0688
 686.00	0.0708
 687.00	0.0731
 688.00	0.0757
 689.00	0.0786
 690.00	0.0817
 691.00	0.0852
 692.00	0.0890
 693.00	0.0930
 694.00	0.0972
 695.00	0.1016
 696.00	0.1062
 697.00	0.1109
 698.00	0.1158
 699.00	0.1207
 700.00	0.1256
 701.00	0.1305
 702.00	0.1354
 703.00	0.1401
 704.00	0.1448
 705.00	0.1494
 706.00	0.1539
 707.00	0.1583
 708.00	0.1626
 709.00	0.1668
 710.00	0.1710
 711.00	0.1751
 712.00	0.1792
 713.00	0.1833
 714.00	0.1874
 715.00	0.1914
 716.00	0.1954
 717.00	0.1993
 718.00	0.2031
 719.00	0.2069
 720.00	0.2105
 721.00	0.2141
 722.00	0.2175
 723.00	0.2209
 724.00	0.2241
 725.00	0.2272
 726.00	0.2301
 727.00	0.2328
 728.00	0.2355
 729.00	0.2380
 730.00	0.2404
 731.00	0.2427
 732.00	0.2449
 733.00	0.2469
 734.00	0.2488
 735.00	0.2506
 736.00	0.2523
 737.00	0.2539
 738.00	0.2554
 739.00	0.2568
 740.00	0.2582
 741.00	0.2595
 742.00	0.2607
 743.00	0.2619
 744.00	0.2630
 745.00	0.2640
 746.00	0.2650
 747.00	0.2659
 748.00	0.2668
 749.00	0.2676
 750.00	0.2683
 751.00	0.2690
 752.00	0.2697
 753.00	0.2705
 754.00	0.2713
 755.00	0.2722
 756.00	0.2732
 757.00	0.2741
 758.00	0.2750
 759.00	0.2758
 760.00	0.2765
 761.00	0.2772
 762.00	0.2778
 763.00	0.2783
 764.00	0.2787
 765.00	0.2791
 766.00	0.2794
 767.00	0.2796
 768.00	0.2798
 769.00	0.2800
 770.00	0.2803
 771.00	0.2806
 772.00	0.2811
 773.00	0.2816
 774.00	0.2821
 775.00	0.2826
 776.00	0.2830
 777.00	0.2835
 778.00	0.2840
 779.00	0.2845
 780.00	0.2850
 781.00	0.2854
 782.00	0.2859
 783.00	0.2864
 784.00	0.2869
 785.00	0.2874
 786.00	0.2879
 787.00	0.2884
 788.00	0.2889
 789.00	0.2894
 790.00	0.2899
 791.00	0.2903
 792.00	0.2908
 793.00	0.2913
 794.00	0.2917
 795.00	0.2922
 796.00	0.2927
 797.00	0.2931
 798.00	0.2936
 799.00	0.2941
 800.00	0.2945
 801.00	0.2950
 802.00	0.2954
 803.00	0.2959
 804.00	0.2963
 805.00	0.2968
 806.00	0.2972
 807.00	0.2977
 808.00	0.2981
 809.00	0.2986
 810.00	0.2991
 811.00	0.2996
 812.00	0.3001
 813.00	0.3006
 814.00	0.3011
 815.00	0.3015
 816.00	0.3020
 817.00	0.3024
 818.00	0.3028
 819.00	0.3032
 820.00	0.3036
 821.00	0.3040
 822.00	0.3043
 823.00	0.3047
 824.00	0.3050
 825.00	0.3053
 826.00	0.3057
 827.00	0.3061
 828.00	0.3064
 829.00	0.3068
 830.00	0.3071
 831.00	0.3074
 832.00	0.3078
 833.00	0.3081
 834.00	0.3084
 835.00	0.3088
 836.00	0.3091
 837.00	0.3094
 838.00	0.3098
 839.00	0.3101
 840.00	0.3104
 841.00	0.3107
 842.00	0.3110
 843.00	0.3113
 844.00	0.3116
 845.00	0.3118
 846.00	0.3121
 847.00	0.3124
 848.00	0.3127
 849.00	0.3130
 850.00	0.3133
 851.00	0.3136
 852.00	0.3139
 853.00	0.3142
 854.00	0.3146
 855.00	0.3149
 856.00	0.3152
 857.00	0.3156
 858.00	0.3159
 859.00	0.3162
 860.00	0.3165
 861.00	0.3168
 862.00	0.3171
 863.00	0.3174
 864.00	0.3177
